timestamp,x_value,y_value,z_value,heart_rate,temperature_c,action,prediction
2026-01-05 20:55:30,2.466,2.897,2.422,98,39.14,High Movement,Active State
2026-01-05 20:56:00,0.095,0.17,0.185,55,38.2,Minimal Movement,Normal Rest
2026-01-05 20:56:30,0.129,0.299,0.219,52,38.2,Minimal Movement,Normal Rest
2026-01-05 20:57:00,3.419,2.684,2.395,99,38.62,High Movement,Active State
2026-01-05 20:57:30,3.293,2.858,3.155,113,38.96,High Movement,Active State
2026-01-05 20:58:00,2.514,2.446,1.654,114,38.71,High Movement,Active State
2026-01-05 20:58:30,0.397,0.284,0.372,63,38.35,Minimal Movement,Normal Rest
2026-01-05 20:59:00,0.314,0.657,0.297,70,38.32,Head Movement,Feeding Detected
2026-01-05 20:59:30,0.769,0.382,0.735,73,38.63,Head Movement,Feeding Detected
2026-01-05 21:00:00,1.999,2.045,0.958,71,38.65,Moderate Movement,Healthy Activity
2026-01-05 21:00:30,0.122,0.082,0.082,55,37.97,Low Movement,Healthy Sleep
2026-01-05 21:01:00,2.573,2.196,3.41,91,39.01,High Movement,Active State
2026-01-05 21:01:30,0.941,1.288,0.847,67,38.23,Moderate Movement,Healthy Activity
2026-01-05 21:02:00,0.281,0.206,0.345,53,38.33,Minimal Movement,Normal Rest
2026-01-05 21:02:30,0.072,0.099,0.074,57,38.19,Low Movement,Healthy Sleep
2026-01-05 21:03:00,1.469,1.028,1.507,64,38.43,Moderate Movement,Healthy Activity
2026-01-05 21:03:30,1.436,0.927,0.852,63,38.52,Moderate Movement,Healthy Activity
2026-01-05 21:04:00,0.672,0.565,0.823,69,38.58,Head Movement,Feeding Detected
2026-01-05 21:04:30,0.329,0.118,0.26,65,38.21,Minimal Movement,Normal Rest
2026-01-05 21:05:00,0.171,0.266,0.288,67,38.38,Minimal Movement,Normal Rest
2026-01-05 21:05:30,0.863,1.096,1.859,83,38.71,Moderate Movement,Healthy Activity
2026-01-05 21:06:00,3.313,1.884,3.415,122,39.03,High Movement,Active State
2026-01-05 21:06:30,0.524,0.359,0.424,72,38.62,Head Movement,Feeding Detected
2026-01-05 21:07:00,0.114,0.361,0.23,61,38.33,Minimal Movement,Normal Rest
2026-01-05 21:07:30,0.048,0.065,0.106,50,38.23,Low Movement,Healthy Sleep
2026-01-05 21:08:00,0.753,0.548,0.628,58,38.66,Head Movement,Feeding Detected
2026-01-05 21:08:30,0.354,0.263,0.308,53,38.04,Minimal Movement,Normal Rest
2026-01-05 21:09:00,3.215,2.195,2.471,103,39.39,High Movement,Active State
2026-01-05 21:09:30,0.296,0.324,0.122,59,38.31,Minimal Movement,Normal Rest
2026-01-05 21:10:00,0.105,0.071,0.075,52,38.3,Low Movement,Healthy Sleep
2026-01-05 21:10:30,1.985,2.233,1.946,113,39.19,High Movement,Active State
2026-01-05 21:11:00,1.777,0.89,1.033,67,38.33,Moderate Movement,Healthy Activity
2026-01-05 21:11:30,0.96,0.595,0.923,80,38.48,Moderate Movement,Healthy Activity
2026-01-05 21:12:00,0.294,0.231,0.297,62,38.13,Minimal Movement,Normal Rest
2026-01-05 21:12:30,1.314,1.114,0.874,73,38.76,Moderate Movement,Healthy Activity
2026-01-05 21:13:00,1.826,1.528,1.498,74,38.61,Moderate Movement,Healthy Activity
2026-01-05 21:13:30,2.786,3.527,2.232,119,38.61,High Movement,Active State
2026-01-05 21:14:00,0.781,0.611,0.191,64,38.78,Head Movement,Feeding Detected
2026-01-05 21:14:30,0.092,0.133,0.102,55,38.19,Low Movement,Healthy Sleep
2026-01-05 21:15:00,0.119,0.049,0.101,56,37.93,Low Movement,Healthy Sleep
2026-01-05 21:15:30,0.223,0.918,0.823,63,38.39,Head Movement,Feeding Detected
2026-01-05 21:16:00,1.05,0.662,0.812,82,38.68,Moderate Movement,Healthy Activity
2026-01-05 21:16:30,0.053,0.066,0.121,55,37.94,Low Movement,Healthy Sleep
2026-01-05 21:17:00,4.252,2.622,2.684,114,39.11,High Movement,Active State
2026-01-05 21:17:30,2.815,2.354,2.985,110,38.81,High Movement,Active State
2026-01-05 21:18:00,0.87,1.625,1.608,64,38.15,Moderate Movement,Healthy Activity
2026-01-05 21:18:30,0.251,0.262,0.222,62,38.24,Minimal Movement,Normal Rest
2026-01-05 21:19:00,0.056,0.065,0.041,54,37.99,Low Movement,Healthy Sleep
2026-01-05 21:19:30,0.09,0.047,0.034,53,38.16,Low Movement,Healthy Sleep
2026-01-05 21:20:00,3.36,2.802,3.054,114,38.94,High Movement,Active State
2026-01-05 21:20:30,0.061,0.096,0.105,59,38.1,Low Movement,Healthy Sleep
2026-01-05 21:21:00,0.874,1.094,1.154,64,38.5,Moderate Movement,Healthy Activity
2026-01-05 21:21:30,1.182,1.605,1.269,82,38.31,Moderate Movement,Healthy Activity
2026-01-05 21:22:00,0.735,1.083,1.289,84,38.48,Moderate Movement,Healthy Activity
2026-01-05 21:22:30,0.569,1.089,0.231,75,38.36,Head Movement,Feeding Detected
2026-01-05 21:23:00,1.53,0.886,1.021,78,38.26,Moderate Movement,Healthy Activity
2026-01-05 21:23:30,0.967,1.059,0.949,79,38.21,Moderate Movement,Healthy Activity
2026-01-05 21:24:00,0.777,1.225,1.23,68,38.64,Moderate Movement,Healthy Activity
2026-01-05 21:24:30,1.586,1.993,0.767,79,38.5,Moderate Movement,Healthy Activity
2026-01-05 21:25:00,0.201,0.532,0.111,54,38.23,Minimal Movement,Normal Rest
2026-01-05 21:25:30,1.898,1.969,3.668,119,39.44,High Movement,Active State
2026-01-05 21:26:00,1.084,1.294,0.511,64,38.52,Moderate Movement,Healthy Activity
2026-01-05 21:26:30,2.149,3.793,2.567,124,39.46,High Movement,Active State
2026-01-05 21:27:00,2.469,2.658,2.764,99,38.83,High Movement,Active State
2026-01-05 21:27:30,0.143,0.069,0.072,50,38.16,Low Movement,Healthy Sleep
2026-01-05 21:28:00,3.349,2.182,3.229,113,38.65,High Movement,Active State
2026-01-05 21:28:30,0.128,0.294,0.269,63,38.21,Minimal Movement,Normal Rest
2026-01-05 21:29:00,0.069,0.144,0.264,66,38.12,Minimal Movement,Normal Rest
2026-01-05 21:29:30,1.531,2.359,2.591,123,38.64,High Movement,Active State
2026-01-05 21:30:00,1.556,0.807,2.077,76,38.66,Moderate Movement,Healthy Activity
2026-01-05 21:30:30,0.285,0.299,0.133,64,38.34,Minimal Movement,Normal Rest
2026-01-05 21:31:00,0.136,0.328,0.247,58,38.28,Minimal Movement,Normal Rest
2026-01-05 21:31:30,1.618,1.127,1.463,72,38.52,Moderate Movement,Healthy Activity
2026-01-05 21:32:00,1.047,0.662,1.598,74,38.35,Moderate Movement,Healthy Activity
2026-01-05 21:32:30,0.257,0.3,0.222,62,38.0,Minimal Movement,Normal Rest
2026-01-05 21:33:00,1.138,1.29,1.447,76,38.55,Moderate Movement,Healthy Activity
2026-01-05 21:33:30,0.092,0.064,0.089,58,38.14,Low Movement,Healthy Sleep
2026-01-05 21:34:00,0.806,0.594,0.523,59,38.65,Head Movement,Feeding Detected
2026-01-05 21:34:30,0.092,0.094,0.072,58,37.77,Low Movement,Healthy Sleep
2026-01-05 21:35:00,1.141,1.501,0.86,68,38.43,Moderate Movement,Healthy Activity
2026-01-05 21:35:30,0.757,1.822,1.36,67,38.36,Moderate Movement,Healthy Activity
2026-01-05 21:36:00,0.066,0.092,0.111,50,38.06,Low Movement,Healthy Sleep
2026-01-05 21:36:30,0.448,0.647,0.528,71,38.57,Head Movement,Feeding Detected
2026-01-05 21:37:00,0.952,0.745,1.258,79,38.12,Moderate Movement,Healthy Activity
2026-01-05 21:37:30,0.149,0.226,0.255,64,38.17,Minimal Movement,Normal Rest
2026-01-05 21:38:00,1.406,1.185,0.962,73,38.41,Moderate Movement,Healthy Activity
2026-01-05 21:38:30,1.274,1.435,1.528,67,38.44,Moderate Movement,Healthy Activity
2026-01-05 21:39:00,2.532,3.077,2.349,107,39.16,High Movement,Active State
2026-01-05 21:39:30,1.819,4.155,2.032,99,39.14,High Movement,Active State
2026-01-05 21:40:00,0.266,0.219,0.242,67,38.26,Minimal Movement,Normal Rest
2026-01-05 21:40:30,0.873,0.377,0.528,70,38.59,Head Movement,Feeding Detected
2026-01-05 21:41:00,0.056,0.062,0.073,51,38.26,Low Movement,Healthy Sleep
2026-01-05 21:41:30,1.03,0.977,1.162,68,38.44,Moderate Movement,Healthy Activity
2026-01-05 21:42:00,1.12,1.428,1.876,84,38.52,Moderate Movement,Healthy Activity
2026-01-05 21:42:30,1.668,2.937,3.201,94,39.1,High Movement,Active State
2026-01-05 21:43:00,0.11,0.073,0.099,57,37.87,Low Movement,Healthy Sleep
2026-01-05 21:43:30,0.184,0.204,0.343,67,38.16,Minimal Movement,Normal Rest
2026-01-05 21:44:00,0.27,0.406,0.326,62,38.34,Minimal Movement,Normal Rest
2026-01-05 21:44:30,1.746,0.992,1.482,66,38.48,Moderate Movement,Healthy Activity
2026-01-05 21:45:00,0.312,0.161,0.247,62,38.37,Minimal Movement,Normal Rest
2026-01-05 21:45:30,0.033,0.088,0.056,51,38.14,Low Movement,Healthy Sleep
2026-01-05 21:46:00,0.28,0.297,0.323,62,38.17,Minimal Movement,Normal Rest
2026-01-05 21:46:30,0.911,0.983,1.221,63,38.68,Moderate Movement,Healthy Activity
2026-01-05 21:47:00,0.718,0.736,0.583,68,38.62,Head Movement,Feeding Detected
2026-01-05 21:47:30,0.196,0.288,0.095,52,38.24,Minimal Movement,Normal Rest
2026-01-05 21:48:00,2.146,2.302,2.244,97,39.02,High Movement,Active State
2026-01-05 21:48:30,0.129,0.046,0.095,57,38.03,Low Movement,Healthy Sleep
2026-01-05 21:49:00,0.105,0.108,0.036,49,38.14,Low Movement,Healthy Sleep
2026-01-05 21:49:30,0.148,0.536,0.569,70,38.28,Head Movement,Feeding Detected
2026-01-05 21:50:00,0.309,0.159,0.205,66,38.06,Minimal Movement,Normal Rest
2026-01-05 21:50:30,1.267,1.042,0.556,64,38.62,Moderate Movement,Healthy Activity
2026-01-05 21:51:00,0.217,0.255,0.274,63,38.03,Minimal Movement,Normal Rest
2026-01-05 21:51:30,0.104,0.077,0.053,51,38.23,Low Movement,Healthy Sleep
2026-01-05 21:52:00,0.227,0.204,0.158,62,37.89,Minimal Movement,Normal Rest
2026-01-05 21:52:30,0.079,0.053,0.075,48,38.26,Low Movement,Healthy Sleep
2026-01-05 21:53:00,0.251,0.382,0.298,64,38.09,Minimal Movement,Normal Rest
2026-01-05 21:53:30,0.063,0.091,0.083,49,37.89,Low Movement,Healthy Sleep
2026-01-05 21:54:00,0.041,0.128,0.092,58,37.98,Low Movement,Healthy Sleep
2026-01-05 21:54:30,0.484,0.663,0.725,67,38.57,Head Movement,Feeding Detected
2026-01-05 21:55:00,0.073,0.076,0.025,52,38.0,Low Movement,Healthy Sleep
2026-01-05 21:55:30,0.062,0.089,0.062,58,37.96,Low Movement,Healthy Sleep
2026-01-05 21:56:00,0.096,0.098,0.12,48,38.19,Low Movement,Healthy Sleep
2026-01-05 21:56:30,0.403,0.879,0.674,66,38.51,Head Movement,Feeding Detected
2026-01-05 21:57:00,0.048,0.09,0.077,51,38.11,Low Movement,Healthy Sleep
2026-01-05 21:57:30,1.685,1.336,2.893,111,38.78,High Movement,Active State
2026-01-05 21:58:00,2.024,3.471,3.608,92,38.86,High Movement,Active State
2026-01-05 21:58:30,0.598,1.341,1.035,74,38.75,Moderate Movement,Healthy Activity
2026-01-05 21:59:00,0.471,0.211,0.317,75,38.59,Head Movement,Feeding Detected
2026-01-05 21:59:30,0.091,0.112,0.102,52,37.62,Low Movement,Healthy Sleep
2026-01-05 22:00:00,0.101,0.087,0.09,57,38.45,Low Movement,Healthy Sleep
2026-01-05 22:00:30,1.299,1.147,1.748,73,38.13,Moderate Movement,Healthy Activity
2026-01-05 22:01:00,3.076,1.606,3.256,104,38.8,High Movement,Active State
2026-01-05 22:01:30,0.086,0.077,0.093,56,37.98,Low Movement,Healthy Sleep
2026-01-05 22:02:00,0.117,0.058,0.085,48,38.13,Low Movement,Healthy Sleep
2026-01-05 22:02:30,1.033,1.387,0.847,74,38.31,Moderate Movement,Healthy Activity
2026-01-05 22:03:00,1.903,1.425,1.503,72,38.51,Moderate Movement,Healthy Activity
2026-01-05 22:03:30,0.549,0.326,0.841,59,38.83,Head Movement,Feeding Detected
2026-01-05 22:04:00,0.373,0.173,0.296,59,38.39,Minimal Movement,Normal Rest
2026-01-05 22:04:30,2.013,2.559,1.722,106,38.91,High Movement,Active State
2026-01-05 22:05:00,1.304,0.935,1.0,70,38.35,Moderate Movement,Healthy Activity
2026-01-05 22:05:30,1.2,1.065,1.489,81,38.57,Moderate Movement,Healthy Activity
2026-01-05 22:06:00,0.979,0.267,0.77,71,38.35,Head Movement,Feeding Detected
2026-01-05 22:06:30,0.088,0.094,0.098,52,38.05,Low Movement,Healthy Sleep
2026-01-05 22:07:00,1.061,0.768,1.187,70,38.59,Moderate Movement,Healthy Activity
2026-01-05 22:07:30,3.266,2.925,3.048,103,38.78,High Movement,Active State
2026-01-05 22:08:00,1.497,1.466,0.713,73,38.27,Moderate Movement,Healthy Activity
2026-01-05 22:08:30,0.793,0.918,0.56,75,38.47,Head Movement,Feeding Detected
2026-01-05 22:09:00,0.115,0.036,0.104,58,38.04,Low Movement,Healthy Sleep
2026-01-05 22:09:30,0.814,0.673,1.473,79,38.5,Moderate Movement,Healthy Activity
2026-01-05 22:10:00,0.269,0.324,0.152,55,38.24,Minimal Movement,Normal Rest
2026-01-05 22:10:30,0.093,0.043,0.068,53,37.95,Low Movement,Healthy Sleep
2026-01-05 22:11:00,0.273,0.244,0.247,65,38.28,Minimal Movement,Normal Rest
2026-01-05 22:11:30,1.51,0.988,0.671,80,38.46,Moderate Movement,Healthy Activity
2026-01-05 22:12:00,0.782,0.604,0.521,65,38.34,Head Movement,Feeding Detected
2026-01-05 22:12:30,0.949,0.503,0.826,71,38.64,Moderate Movement,Healthy Activity
2026-01-05 22:13:00,0.055,0.074,0.046,58,38.21,Low Movement,Healthy Sleep
2026-01-05 22:13:30,0.277,0.261,0.33,55,38.01,Minimal Movement,Normal Rest
2026-01-05 22:14:00,0.501,0.573,0.774,59,38.66,Head Movement,Feeding Detected
2026-01-05 22:14:30,0.67,1.559,0.932,80,38.36,Moderate Movement,Healthy Activity
2026-01-05 22:15:00,0.063,0.123,0.036,48,37.88,Low Movement,Healthy Sleep
2026-01-05 22:15:30,0.204,0.165,0.39,54,37.96,Minimal Movement,Normal Rest
2026-01-05 22:16:00,0.328,0.28,0.231,63,38.25,Minimal Movement,Normal Rest
2026-01-05 22:16:30,0.048,0.119,0.061,53,37.98,Low Movement,Healthy Sleep
2026-01-05 22:17:00,1.348,1.266,0.788,65,38.4,Moderate Movement,Healthy Activity
2026-01-05 22:17:30,0.091,0.056,0.099,59,38.28,Low Movement,Healthy Sleep
2026-01-05 22:18:00,1.285,0.788,1.289,78,38.65,Moderate Movement,Healthy Activity
2026-01-05 22:18:30,0.697,0.424,0.471,58,38.19,Head Movement,Feeding Detected
2026-01-05 22:19:00,0.104,0.011,0.084,59,37.95,Low Movement,Healthy Sleep
2026-01-05 22:19:30,0.904,0.72,0.997,69,38.39,Moderate Movement,Healthy Activity
2026-01-05 22:20:00,1.87,1.076,1.313,79,38.54,Moderate Movement,Healthy Activity
2026-01-05 22:20:30,0.597,0.903,0.839,63,38.62,Head Movement,Feeding Detected
2026-01-05 22:21:00,3.11,2.71,1.426,123,39.06,High Movement,Active State
2026-01-05 22:21:30,1.757,1.314,0.909,72,38.95,Moderate Movement,Healthy Activity
2026-01-05 22:22:00,2.41,1.883,2.177,112,38.94,High Movement,Active State
2026-01-05 22:22:30,1.292,2.111,1.024,71,38.38,Moderate Movement,Healthy Activity
2026-01-05 22:23:00,1.678,1.186,1.242,83,38.58,Moderate Movement,Healthy Activity
2026-01-05 22:23:30,0.271,0.282,0.182,58,38.18,Minimal Movement,Normal Rest
2026-01-05 22:24:00,0.182,0.223,0.293,66,38.17,Minimal Movement,Normal Rest
2026-01-05 22:24:30,0.262,0.269,0.213,53,38.24,Minimal Movement,Normal Rest
2026-01-05 22:25:00,0.28,0.155,0.326,67,38.06,Minimal Movement,Normal Rest
2026-01-05 22:25:30,1.672,4.491,2.914,93,38.76,High Movement,Active State
2026-01-05 22:26:00,3.939,3.488,2.74,118,38.66,High Movement,Active State
2026-01-05 22:26:30,1.667,0.978,1.562,64,38.27,Moderate Movement,Healthy Activity
2026-01-05 22:27:00,2.146,2.951,2.09,110,39.12,High Movement,Active State
2026-01-05 22:27:30,1.367,2.791,3.553,107,39.24,High Movement,Active State
2026-01-05 22:28:00,0.868,0.2,0.59,62,38.52,Head Movement,Feeding Detected
2026-01-05 22:28:30,0.579,0.688,0.545,68,38.21,Head Movement,Feeding Detected
2026-01-05 22:29:00,1.505,1.643,1.18,68,38.5,Moderate Movement,Healthy Activity
2026-01-05 22:29:30,2.648,2.362,1.344,107,38.56,High Movement,Active State
2026-01-05 22:30:00,0.05,0.097,0.091,57,38.15,Low Movement,Healthy Sleep
2026-01-05 22:30:30,0.118,0.111,0.085,54,38.16,Low Movement,Healthy Sleep
2026-01-05 22:31:00,1.352,0.64,0.901,64,38.18,Moderate Movement,Healthy Activity
2026-01-05 22:31:30,0.784,1.25,1.178,65,38.75,Moderate Movement,Healthy Activity
2026-01-05 22:32:00,1.176,1.474,0.84,65,38.49,Moderate Movement,Healthy Activity
2026-01-05 22:32:30,1.593,1.044,0.838,75,38.75,Moderate Movement,Healthy Activity
2026-01-05 22:33:00,0.355,0.141,0.277,66,38.43,Minimal Movement,Normal Rest
2026-01-05 22:33:30,0.031,0.075,0.097,48,37.96,Low Movement,Healthy Sleep
2026-01-05 22:34:00,0.29,0.146,0.244,63,38.25,Minimal Movement,Normal Rest
2026-01-05 22:34:30,0.708,0.796,0.835,72,38.26,Head Movement,Feeding Detected
2026-01-05 22:35:00,0.367,1.029,1.058,70,38.16,Moderate Movement,Healthy Activity
2026-01-05 22:35:30,1.891,3.109,2.863,98,38.08,High Movement,Active State
2026-01-05 22:36:00,3.478,2.098,2.235,121,39.16,High Movement,Active State
2026-01-05 22:36:30,0.718,0.646,0.643,64,38.6,Head Movement,Feeding Detected
2026-01-05 22:37:00,0.066,0.081,0.066,51,38.45,Low Movement,Healthy Sleep
2026-01-05 22:37:30,0.12,0.279,0.289,63,38.22,Minimal Movement,Normal Rest
2026-01-05 22:38:00,0.857,1.248,1.457,67,38.23,Moderate Movement,Healthy Activity
2026-01-05 22:38:30,0.091,0.041,-0.026,57,37.88,Low Movement,Healthy Sleep
2026-01-05 22:39:00,0.397,0.64,0.53,66,38.17,Head Movement,Feeding Detected
2026-01-05 22:39:30,0.091,0.028,0.085,56,38.05,Low Movement,Healthy Sleep
2026-01-05 22:40:00,0.989,1.114,1.16,77,38.46,Moderate Movement,Healthy Activity
2026-01-05 22:40:30,3.493,2.887,2.359,98,39.25,High Movement,Active State
2026-01-05 22:41:00,1.122,1.128,1.288,79,38.45,Moderate Movement,Healthy Activity
2026-01-05 22:41:30,0.831,1.158,1.324,66,39.06,Moderate Movement,Healthy Activity
2026-01-05 22:42:00,0.026,0.114,0.07,59,38.2,Low Movement,Healthy Sleep
2026-01-05 22:42:30,0.395,0.476,1.178,65,38.79,Moderate Movement,Healthy Activity
2026-01-05 22:43:00,0.228,0.375,0.18,67,38.2,Minimal Movement,Normal Rest
2026-01-05 22:43:30,0.043,0.063,0.055,50,38.17,Low Movement,Healthy Sleep
2026-01-05 22:44:00,1.296,1.578,0.971,68,38.45,Moderate Movement,Healthy Activity
2026-01-05 22:44:30,0.108,0.054,0.098,56,38.15,Low Movement,Healthy Sleep
2026-01-05 22:45:00,2.395,2.458,2.501,106,38.68,High Movement,Active State
2026-01-05 22:45:30,3.029,3.261,2.967,109,39.62,High Movement,Active State
2026-01-05 22:46:00,0.055,0.119,0.075,50,38.34,Low Movement,Healthy Sleep
2026-01-05 22:46:30,0.222,0.319,0.211,59,38.4,Minimal Movement,Normal Rest
2026-01-05 22:47:00,0.082,0.079,0.063,59,38.09,Low Movement,Healthy Sleep
2026-01-05 22:47:30,0.529,0.82,0.587,71,38.51,Head Movement,Feeding Detected
2026-01-05 22:48:00,0.746,1.367,1.548,74,38.56,Moderate Movement,Healthy Activity
2026-01-05 22:48:30,0.195,0.16,0.379,60,38.22,Minimal Movement,Normal Rest
2026-01-05 22:49:00,0.055,0.054,0.085,56,38.02,Low Movement,Healthy Sleep
2026-01-05 22:49:30,0.09,0.072,0.101,53,37.89,Low Movement,Healthy Sleep
2026-01-05 22:50:00,0.686,0.602,0.544,69,38.6,Head Movement,Feeding Detected
2026-01-05 22:50:30,0.312,0.315,0.269,65,38.05,Minimal Movement,Normal Rest
2026-01-05 22:51:00,1.028,0.679,1.246,81,38.34,Moderate Movement,Healthy Activity
2026-01-05 22:51:30,2.31,2.885,3.042,96,38.94,High Movement,Active State
2026-01-05 22:52:00,0.635,0.551,0.62,60,38.47,Head Movement,Feeding Detected
2026-01-05 22:52:30,2.897,3.661,1.653,100,39.12,High Movement,Active State
2026-01-05 22:53:00,1.272,1.441,0.988,78,38.54,Moderate Movement,Healthy Activity
2026-01-05 22:53:30,1.311,1.365,0.511,67,38.51,Moderate Movement,Healthy Activity
2026-01-05 22:54:00,3.724,3.431,2.201,117,39.25,High Movement,Active State
2026-01-05 22:54:30,0.463,0.15,0.427,59,38.43,Head Movement,Feeding Detected
2026-01-05 22:55:00,0.82,1.674,1.266,84,38.62,Moderate Movement,Healthy Activity
2026-01-05 22:55:30,0.141,0.134,0.046,49,38.07,Low Movement,Healthy Sleep
2026-01-05 22:56:00,0.984,0.88,0.674,66,38.58,Moderate Movement,Healthy Activity
2026-01-05 22:56:30,0.321,0.31,0.271,59,38.02,Minimal Movement,Normal Rest
2026-01-05 22:57:00,0.089,0.117,0.111,58,38.07,Low Movement,Healthy Sleep
2026-01-05 22:57:30,0.792,0.63,1.058,68,38.78,Head Movement,Feeding Detected
2026-01-05 22:58:00,0.695,0.476,1.091,74,38.07,Head Movement,Feeding Detected
2026-01-05 22:58:30,3.637,3.183,2.978,109,39.29,High Movement,Active State
2026-01-05 22:59:00,0.259,0.326,0.065,61,38.25,Minimal Movement,Normal Rest
2026-01-05 22:59:30,0.305,0.218,0.205,55,37.99,Minimal Movement,Normal Rest
2026-01-05 23:00:00,0.078,0.029,0.089,53,38.12,Low Movement,Healthy Sleep
2026-01-05 23:00:30,0.876,1.198,1.259,66,38.66,Moderate Movement,Healthy Activity
2026-01-05 23:01:00,0.785,0.788,0.699,69,38.29,Head Movement,Feeding Detected
2026-01-05 23:01:30,0.501,1.147,1.55,78,38.61,Moderate Movement,Healthy Activity
2026-01-05 23:02:00,1.189,1.402,0.974,74,38.22,Moderate Movement,Healthy Activity
2026-01-05 23:02:30,0.057,0.087,0.102,51,38.38,Low Movement,Healthy Sleep
2026-01-05 23:03:00,2.174,2.148,1.432,96,38.67,High Movement,Active State
2026-01-05 23:03:30,0.173,0.329,0.112,60,38.24,Minimal Movement,Normal Rest
2026-01-05 23:04:00,1.894,0.746,1.105,65,38.65,Moderate Movement,Healthy Activity
2026-01-05 23:04:30,3.72,4.182,4.193,100,39.13,High Movement,Active State
2026-01-05 23:05:00,0.409,0.96,0.915,75,38.54,Head Movement,Feeding Detected
2026-01-05 23:05:30,0.164,0.911,0.797,70,38.5,Head Movement,Feeding Detected
2026-01-05 23:06:00,2.306,1.972,3.331,93,38.63,High Movement,Active State
2026-01-05 23:06:30,0.047,0.116,0.072,48,38.01,Low Movement,Healthy Sleep
2026-01-05 23:07:00,0.244,0.294,0.26,62,38.11,Minimal Movement,Normal Rest
2026-01-05 23:07:30,1.195,1.026,1.256,75,38.37,Moderate Movement,Healthy Activity
2026-01-05 23:08:00,0.49,0.695,0.845,68,38.55,Head Movement,Feeding Detected
2026-01-05 23:08:30,0.26,0.188,0.334,63,38.17,Minimal Movement,Normal Rest
2026-01-05 23:09:00,0.098,0.081,0.065,52,37.99,Low Movement,Healthy Sleep
2026-01-05 23:09:30,0.185,0.333,0.18,53,38.17,Minimal Movement,Normal Rest
2026-01-05 23:10:00,0.19,0.074,0.406,59,38.2,Minimal Movement,Normal Rest
2026-01-05 23:10:30,2.876,2.289,2.901,111,39.69,High Movement,Active State
2026-01-05 23:11:00,2.342,2.446,2.696,123,39.01,High Movement,Active State
2026-01-05 23:11:30,2.207,3.053,3.009,95,38.81,High Movement,Active State
2026-01-05 23:12:00,1.449,1.705,1.567,100,39.25,High Movement,Active State
2026-01-05 23:12:30,0.301,0.309,0.395,65,38.14,Minimal Movement,Normal Rest
2026-01-05 23:13:00,0.363,0.294,0.339,60,38.15,Minimal Movement,Normal Rest
2026-01-05 23:13:30,0.033,0.056,0.108,54,38.28,Low Movement,Healthy Sleep
2026-01-05 23:14:00,0.292,0.282,0.241,66,38.19,Minimal Movement,Normal Rest
2026-01-05 23:14:30,1.348,1.252,0.945,83,38.1,Moderate Movement,Healthy Activity
2026-01-05 23:15:00,0.691,0.757,0.496,64,38.53,Head Movement,Feeding Detected
2026-01-05 23:15:30,2.877,3.066,2.911,99,39.17,High Movement,Active State
2026-01-05 23:16:00,0.204,0.355,0.304,55,38.17,Minimal Movement,Normal Rest
2026-01-05 23:16:30,0.186,0.201,0.227,63,38.03,Minimal Movement,Normal Rest
2026-01-05 23:17:00,2.033,2.399,2.77,112,39.48,High Movement,Active State
2026-01-05 23:17:30,0.22,0.356,0.295,69,38.61,Head Movement,Feeding Detected
2026-01-05 23:18:00,0.063,0.078,0.1,54,38.03,Low Movement,Healthy Sleep
2026-01-05 23:18:30,1.25,1.663,1.603,82,38.41,Moderate Movement,Healthy Activity
2026-01-05 23:19:00,0.052,0.132,0.061,48,38.22,Low Movement,Healthy Sleep
2026-01-05 23:19:30,1.128,1.145,0.849,76,38.77,Moderate Movement,Healthy Activity
2026-01-05 23:20:00,1.392,2.425,2.816,99,38.82,High Movement,Active State
2026-01-05 23:20:30,3.398,2.652,2.213,94,38.85,High Movement,Active State
2026-01-05 23:21:00,1.177,0.664,1.068,64,38.37,Moderate Movement,Healthy Activity
2026-01-05 23:21:30,1.531,1.601,1.333,77,38.79,Moderate Movement,Healthy Activity
2026-01-05 23:22:00,1.593,0.907,1.909,63,38.73,Moderate Movement,Healthy Activity
2026-01-05 23:22:30,0.885,1.284,1.181,76,38.46,Moderate Movement,Healthy Activity
2026-01-05 23:23:00,1.757,1.044,1.125,79,38.41,Moderate Movement,Healthy Activity
2026-01-05 23:23:30,1.219,1.848,1.158,73,38.39,Moderate Movement,Healthy Activity
2026-01-05 23:24:00,3.284,2.314,1.988,102,38.85,High Movement,Active State
2026-01-05 23:24:30,0.282,0.263,0.308,55,37.95,Minimal Movement,Normal Rest
2026-01-05 23:25:00,0.922,0.729,0.263,66,38.38,Head Movement,Feeding Detected
2026-01-05 23:25:30,0.259,0.043,0.332,62,38.18,Minimal Movement,Normal Rest
2026-01-05 23:26:00,1.732,1.018,1.3,81,38.63,Moderate Movement,Healthy Activity
2026-01-05 23:26:30,0.422,0.196,0.038,58,38.12,Minimal Movement,Normal Rest
2026-01-05 23:27:00,0.498,0.236,-0.004,70,38.48,Head Movement,Feeding Detected
2026-01-05 23:27:30,0.066,0.083,0.078,58,38.03,Low Movement,Healthy Sleep
2026-01-05 23:28:00,0.977,1.423,1.191,75,38.74,Moderate Movement,Healthy Activity
2026-01-05 23:28:30,0.817,1.15,1.241,80,38.42,Moderate Movement,Healthy Activity
2026-01-05 23:29:00,0.157,0.253,0.262,60,38.19,Minimal Movement,Normal Rest
2026-01-05 23:29:30,3.092,4.162,3.002,100,39.5,High Movement,Active State
